,Benchmark,ML-BL Gross,ML-BL Net
2003-03-21,0.036875974,0.028968985116222923,0.028929498896769212
2003-03-24,-0.046826589,-0.03112193694244869,-0.031240400278356173
2003-03-25,0.007099303,0.0025876358994108006,0.00254814967995709
2003-03-26,-0.002833722,0.00041997133937510256,0.0003804851199213921
2003-03-27,-0.011979636,-0.010652991879939844,-0.010692478099393554
2003-03-28,0.003601217,0.0011238269106923493,0.0010843406912386389
2003-03-31,-0.026998289,-0.006387759766808165,-0.006506223102715647
2003-04-01,0.011160722,0.0028257769717474623,0.002786290752293752
2003-04-02,0.031297605,0.019018998546966204,0.018979512327512493
2003-04-03,0.012219627,0.012466524252201738,0.012427038032748028
2003-04-04,0.014780365,0.014668407040496989,0.014628920821043279
2003-04-07,0.023429808,0.022740401123870102,0.02262193778796262
2003-04-08,-0.005604679,-0.007493698426603745,-0.007533184646057456
2003-04-09,0.007100234,0.0129301353802167,0.01289064916076299
2003-04-10,-0.020603831,-0.015071935240696277,-0.015111421460149987
2003-04-11,0.016181282,0.01278503029967859,0.01274554408022488
2003-04-14,0.009173147,0.004391318758613982,0.004272855422706501
2003-04-15,0.02319479,0.016910282963625844,0.016870796744172134
2003-04-16,-0.00917891,-0.0025228489257664855,-0.002562335145220196
2003-04-17,-0.002414522,-0.0021955307021667148,-0.002235016921620425
2003-04-18,0.0,0.0,-3.948621945371045e-05
2003-04-21,0.0,0.0,-0.00011846333590748159
2003-04-22,0.001807497,-0.0005328163199342928,-0.0005723025393880032
2003-04-23,0.012803553,0.007716296289674185,0.0076768100702204745
2003-04-24,-0.014168632,-0.007121603695529166,-0.007161089914982877
2003-04-25,-0.008770784,-0.012031085620017423,-0.012070571839471134
2003-04-28,0.017348495,0.014317743384443915,0.014199280048536433
2003-04-29,-0.009089199,-0.0028753187346008957,-0.002914804954054606
2003-04-30,0.006993812,0.006419290957612178,0.005965950833033321
2003-05-01,0.0,0.0,-3.948621945371045e-05
2003-05-02,-0.004725977,0.0002225376878126628,0.00018305146835895236
2003-05-05,0.014089975,0.01779538918030643,0.01767692584439895
2003-05-06,0.012081252,0.009074252386899184,0.009034766167445474
2003-05-07,-0.002308735,-0.0022504941457714978,-0.002289980365225208
2003-05-08,-0.022258212,-0.016775561132712724,-0.016815047352166435
2003-05-09,-0.001740172,-0.010444905507956515,-0.010484391727410225
2003-05-12,-0.006239493,-0.002163261515978898,-0.0022817248518863797
2003-05-13,0.012222768,0.006121015198575552,0.006081528979121842
2003-05-14,0.002255021,0.006183660923066769,0.006144174703613059
2003-05-15,0.003747858,0.0014323029960781053,0.0013928167766243948
2003-05-16,0.005963128,-0.0031550261669764934,-0.003194512386430204
2003-05-19,-0.020457251,-0.017676841149285916,-0.017795304485193397
2003-05-20,0.005786705,-0.00027018551945168223,-0.0003096717389053927
2003-05-21,-0.01326352,-0.010427051773493567,-0.010466537992947278
2003-05-22,0.024757916,0.007295400422506981,0.007255914203053271
2003-05-23,0.001660697,0.0015766461574764357,0.0015371599380227252
2003-05-26,-0.007344507,-0.0036893851558992274,-0.003807848491806709
2003-05-27,0.005559151,0.0017910313258648891,0.0017515451064111787
2003-05-28,0.020373015,0.013575047416412467,0.013535561196958756
2003-05-29,0.0,0.0,-3.948621945371045e-05
2003-05-30,-0.00573639,-0.00012137316071836324,-0.00016085938017207368
2003-05-31,0.0,0.0,-3.948621945371045e-05
2003-06-02,0.025005135,0.020095778450483825,0.020016804452414716
2003-06-03,-0.008065895,-0.0032158683271816813,-0.0032553545466353917
2003-06-04,0.007118389,0.017007892633413402,0.01696840641395969
2003-06-05,-0.007843912,6.516977098858234e-05,2.5683551534871896e-05
2003-06-06,0.016659233,0.014573727253054614,0.014534241033600903
2003-06-09,0.0,0.0,-0.00011846333590748159
2003-06-10,0.000538117,0.0006849498998480197,0.0006454636803943092
2003-06-11,0.01089978,0.015848994047791942,0.015809507828338232
2003-06-12,0.007529363,0.004473612377997593,0.004434126158543883
2003-06-13,-0.016490171,-0.007783974405354943,-0.007823460624808654
2003-06-16,0.020020192,0.00376829584235594,0.0036498325064484582
2003-06-17,0.00954329,0.010948123550222011,0.0109086373307683
2003-06-18,0.007752883,0.00673702678982524,0.00669754057037153
2003-06-19,-0.013983359,-0.01333865972315429,-0.013378145942608
2003-06-20,0.00302854,0.0005262917631656538,0.0004868055437119434
2003-06-23,-0.020831556,-0.015546398665673533,-0.015664862001581015
2003-06-24,-0.000101626,-0.008172524897188005,-0.008212011116641715
2003-06-25,0.000624339,0.0004219053164802311,0.00038241909702652066
2003-06-26,0.003096532,0.0011213223536479244,0.001081836134194214
2003-06-27,0.000853474,0.0004489885109955072,0.00040950229154179674
2003-06-30,-0.006266965,-0.0015582823297356496,-0.0016767456656431312
2003-07-01,-0.022072705,-0.009722894559772044,-0.009762380779225754
2003-07-02,0.017838393,0.012702363764997004,0.012662877545543294
2003-07-03,0.006657276,0.002055762483712309,0.0020162762642585985
2003-07-04,0.000426755,-0.003555374217243834,-0.0035948604366975445
2003-07-07,0.02071345,0.017799770077657318,0.017681306741749836
2003-07-08,-0.003371761,0.0002838360963195452,0.00024434987686583476
2003-07-09,-0.009242381,-0.010229437996810642,-0.010268924216264352
2003-07-10,-0.001839807,-0.00023960428531477618,-0.0002790905047684866
2003-07-11,0.010629399,0.006120057887682329,0.006080571668228618
2003-07-14,0.013505915,0.016980370021714597,0.016861906685807115
2003-07-15,-0.004235462,-0.0005613134813224896,-0.0006007997007762
2003-07-16,-0.00296386,0.003209120469775728,0.0031696342503220176
2003-07-17,-0.006682835,-0.004136961769917069,-0.0041764479893707795
2003-07-18,0.000771012,0.0023165707666366053,0.002277084547182895
2003-07-21,-0.005858032,-0.007719058196577255,-0.007837521532484737
2003-07-22,-0.001248543,0.0002831080175038636,0.00024362179805015316
2003-07-23,0.005681508,0.001367568596993829,0.0013280823775401185
2003-07-24,0.013107662,0.010151112839917875,0.010111626620464165
2003-07-25,-0.004346538,-0.004333459321354538,-0.0043729455408082485
2003-07-28,0.011362799,0.0027984044972790834,0.0026799411613716018
2003-07-29,-0.002179241,-0.0014294021934003753,-0.0014688884128540858
2003-07-30,0.009642728,0.009948912687764322,0.009909426468310611
2003-07-31,0.006606202,0.004705897631752887,0.004325769664840219
2003-08-01,-0.005712108,0.002211397644180213,0.0021719114247265026
2003-08-04,-0.010009167,-0.0075844251968698595,-0.007702888532777341
2003-08-05,0.010736123,0.010103084259988071,0.01006359804053436
2003-08-06,-0.009314451,-0.009007339436224338,-0.009046825655678048
2003-08-07,-0.002227902,-0.0026084556041514606,-0.002647941823605171
2003-08-08,0.004134332,0.000753929821155408,0.0007144436017016975
2003-08-11,-0.000520258,-0.003996847610502341,-0.0041153109464098225
2003-08-12,0.008804211,0.006328889245234226,0.006289403025780516
2003-08-13,-0.002327485,-0.00250964939434406,-0.0025491356137977705
2003-08-14,0.008016439,0.011571076293335425,0.011531590073881715
2003-08-15,0.011988337,0.010128656845842077,0.010089170626388366
2003-08-18,0.005522467,0.0042194048269068585,0.004100941490999377
2003-08-19,0.004052688,0.013817666098862924,0.013778179879409214
2003-08-20,-0.005577965,0.0004422549039773127,0.00040276868452360226
2003-08-21,0.01028182,0.012525212371994998,0.012485726152541288
2003-08-22,0.008266439,0.009900811056836156,0.009861324837382446
2003-08-25,-0.013846576,-0.008934720948705732,-0.009053184284613214
2003-08-26,-0.003035234,0.0002046079504749443,0.00016512173102123384
2003-08-27,0.004779526,0.004721213865546137,0.004681727646092426
2003-08-28,0.004549036,0.002886748014816254,0.0028472617953625434
2003-08-29,-0.013010523,-0.004782921953173203,-0.004822408172626913
2003-08-31,0.0,0.0,-7.897399806910954e-05
2003-09-01,0.017544289,0.008890667343015801,0.00885118112356209
2003-09-02,-0.005367501,-0.0006517308920782616,-0.0006912171115319721
2003-09-03,0.019862332,0.01895878378600724,0.018919297566553528
2003-09-04,0.001276045,0.0013615581423414014,0.001322071922887691
2003-09-05,0.001911628,0.0006997708419234083,0.0006602846224696979
2003-09-08,0.004588615,0.0008570246806578474,0.0007385613447503658
2003-09-09,-0.006260252,-0.003077201608783442,-0.0031166878282371524
2003-09-10,0.000818723,0.005933658292039734,0.005894172072586024
2003-09-11,0.000957464,0.00010331529243878812,6.382907298507767e-05
2003-09-12,-0.000972315,-0.0033752206471913127,-0.003414706866645023
2003-09-15,0.004300764,0.005550044289838407,0.005431580953930926
2003-09-16,0.007414877,0.00838306072926187,0.00834357450980816
2003-09-17,0.005360982,0.005182060019274459,0.005142573799820749
2003-09-18,0.00450228,0.0007780207883911761,0.0007385345689374656
2003-09-19,-0.007453004,-0.006778762714449327,-0.006818248933903037
2003-09-22,-0.021307831,-0.01159609613563961,-0.011714559471547092
2003-09-23,-0.008547031,-0.01364164265696488,-0.013681128876418591
2003-09-24,0.003659459,0.0013260187493735476,0.0012865325299198371
2003-09-25,-0.013383298,-0.012479507331097262,-0.012518993550550972
2003-09-26,-0.005444832,-0.004874807818153082,-0.004914294037606792
2003-09-29,-0.004570796,-0.00047394310704873543,-0.000592406442956217
2003-09-30,-0.011176795,-0.00835877355716197,-0.00839825977661568
2003-10-01,0.002765805,-0.0016720068389540765,-0.001711493058407787
2003-10-02,0.004259637,0.006806673616210235,0.006767187396756524
2003-10-03,0.023327264,0.014157812872855224,0.014118326653401514
2003-10-06,-0.007181963,0.0005449756433706376,0.00042651230746315605
2003-10-07,-0.006252864,-0.0031212718430893016,-0.003160758062543012
2003-10-08,0.004721868,0.008188144981592371,0.00814865876213866
2003-10-09,0.01308945,0.00722006135680342,0.0071805751373497095
2003-10-10,-0.001798561,0.002309362276925686,0.0022698760574719756
2003-10-13,0.012657991,0.007052023115170503,0.006933559779263021
2003-10-14,-0.002954922,-0.0004535725394387846,-0.0004930587588924951
2003-10-15,0.002189052,0.004527469808683682,0.004487983589229971
2003-10-16,0.000261163,-0.0015252741237432588,-0.0015647603431969692
2003-10-17,-0.002112492,0.0020617034111700683,0.002022217191716358
2003-10-20,0.003353842,0.0003772455797683705,0.0002587822438608889
2003-10-21,-0.001880724,-0.0006943956862887068,-0.0007338819057424173
2003-10-22,-0.014161039,-0.009373862988228954,-0.009413349207682664
2003-10-23,-0.010014429,-0.005859286645315986,-0.005898772864769697
2003-10-24,0.000540804,0.0028876312775842905,0.00284814505813058
2003-10-27,0.006472623,0.00828996367194379,0.008171500336036308
2003-10-28,0.005867111,0.008803179063172184,0.008763692843718474
2003-10-29,-0.000755473,-0.001127155356515308,-0.0011666415759690185
2003-10-30,0.008618364,0.010578912686944442,0.010539426467490731
2003-10-31,-0.001573331,-0.000704925186469918,-0.001380785952110496
2003-11-03,0.019299693,0.012908663616307381,0.0127902002803999
2003-11-04,-0.011430832,-0.004765428535879246,-0.004804914755332956
2003-11-05,-0.008806525,-0.006386850947521561,-0.006426337166975271
2003-11-06,0.006045361,0.005754381933757102,0.005714895714303392
2003-11-07,0.012654351,0.01239381771238346,0.012354331492929749
2003-11-10,-0.010154971,-0.004082484782154894,-0.004200948118062375
2003-11-11,0.002676072,-0.004370157257332585,-0.004409643476786296
2003-11-12,0.001423779,-0.0022869390226684105,-0.002326425242122121
2003-11-13,0.009592911,0.005490757585511208,0.005451271366057497
2003-11-14,0.007449152,0.005660672680330769,0.005621186460877059
2003-11-17,-0.017612181,-0.016483289318050653,-0.016601752653958135
2003-11-18,-0.004155794,-0.003994339867638197,-0.004033826087091907
2003-11-19,-0.010415706,-0.009527828395449633,-0.009567314614903344
2003-11-20,0.000620704,-0.002552028810612783,-0.0025915150300664935
2003-11-21,0.001355118,0.004017205005462099,0.0039777187860083885
2003-11-24,0.017318849,0.013321578372494924,0.013203115036587443
2003-11-25,0.001442624,0.005281574730161553,0.005242088510707843
2003-11-26,-0.00182156,-0.002311696421560816,-0.0023511826410145265
2003-11-27,0.004277236,0.0051524409076020294,0.005112954688148319
2003-11-28,0.00038529,0.0031922677324798254,0.003152781513026115
2003-11-30,0.0,0.0,-7.897399806910954e-05
2003-12-01,0.010149008,0.008270251513771587,0.008230765294317877
2003-12-02,0.000432796,0.000624385983421627,0.0005848997639679165
2003-12-03,0.010583455,0.005844321129244934,0.005804834909791223
2003-12-04,-0.001276589,0.0005100924666823214,0.000470606247228611
2003-12-05,-0.010904424,-0.009043742710672542,-0.009083228930126253
2003-12-08,-0.001263939,-0.0035704955080134715,-0.003688958843920953
2003-12-09,0.004940765,0.002997849245501172,0.0029583630260474614
2003-12-10,-0.008804934,-0.007210376804197338,-0.007249863023651049
2003-12-11,0.01004216,0.007430612056890995,0.007391125837437285
2003-12-12,-0.000698247,0.002898261377793254,0.0028587751583395438
2003-12-15,0.005142894,0.0033963210727914195,0.003277857736883938
2003-12-16,-0.007378405,-0.0034740103500204844,-0.003513496569474195
2003-12-17,-0.004330699,-0.0017780583397580818,-0.0018175445592117923
2003-12-18,0.010648862,0.005225797014870137,0.005186310795416427
2003-12-19,-0.000138169,-0.0014273564521564142,-0.0014668426716101246
2003-12-22,-0.003805288,-0.0012331815331182439,-0.0013516448690257254
2003-12-23,0.004837073,0.003858112544456782,0.0038186263250030716
2003-12-24,0.0,0.0,-3.948621945371045e-05
2003-12-25,0.0,0.0,-3.948621945371045e-05
2003-12-26,0.0,0.0,-3.948621945371045e-05
2003-12-29,0.004979957,0.0002591544320775796,0.000140691096170098
2003-12-30,0.007738174,0.004754946112017544,0.004715459892563834
2003-12-31,0.0,0.0,-3.948621945371045e-05
2004-01-02,0.0,0.0,-7.897399806910954e-05
2004-01-05,0.017020987,0.0012696877461639833,0.0011512244102565017
2004-01-06,0.002228835,0.0026282996304936024,0.002588813411039892
2004-01-07,-0.00230065,-0.0008670484232716769,-0.0009065346427253873
2004-01-08,0.004438156,0.008660388775408201,0.00862090255595449
2004-01-09,-0.005293359,-0.0027887066557441553,-0.0028281928751978658
2004-01-12,-0.010749883,-0.0038611369761442083,-0.00397960031205169
2004-01-13,0.008744591,0.010204224716136245,0.010164738496682535
2004-01-14,0.011439711,0.008703427860293766,0.008663941640840056
2004-01-15,0.001484249,0.0009817535879144135,0.000942267368460703
2004-01-16,0.011460691,0.009590575500096898,0.009551089280643188
2004-01-19,0.0008845,0.0018204579069902582,0.0017019945710827766
2004-01-20,-0.00534601,-0.0032343676256411102,-0.0032738538450948207
2004-01-21,0.002980273,0.0042980143567918905,0.00425852813733818
2004-01-22,0.006580436,0.004867532975646904,0.004828046756193194
2004-01-23,0.007289317,0.001184763324871163,0.0011452771054174526
2004-01-26,-0.002083363,-0.002592835752164957,-0.0027112990880724386
2004-01-27,0.006813929,0.0009932616282504192,0.0009537754087967087
2004-01-28,0.002252753,0.003958291118616675,0.003918804899162964
2004-01-29,-0.00600655,-0.004492785480357586,-0.004532271699811297
2004-01-30,-0.004292339,0.0005149773688448711,0.00047549114939116066
2004-01-31,0.0,0.0,-0.00046714969368925077
2004-02-02,0.00881435,0.0018369565685198985,0.001757982570450789
2004-02-03,-0.008250337,-0.007668658265384876,-0.007708144484838586
2004-02-04,0.006232007,0.004837000566015215,0.0047975143465615044
2004-02-05,-0.002504635,0.003137871476034393,0.0030983852565806824
2004-02-06,0.009468125,0.0062722999153936865,0.006232813695939976
2004-02-09,0.010046897,0.006775849787610255,0.006657386451702774
2004-02-10,0.001434771,0.0020819403050715835,0.002042454085617873
2004-02-11,0.000533158,0.0030870244307161787,0.0030475382112624683
2004-02-12,-0.005129204,-0.0012839322267670372,-0.0013234184462207477
2004-02-13,0.000601689,0.0013196618779600655,0.001280175658506355
2004-02-16,0.001766251,-0.0012442990815949573,-0.0013627624175024389
2004-02-17,0.00196558,3.2213288348792446e-05,-7.272931104918001e-06
2004-02-18,-0.006582935,-0.0025692226318939637,-0.002608708851347674
2004-02-19,0.007295835,0.003967157069387328,0.003927670849933618
2004-02-20,-0.00290424,0.00034250444022898563,0.0003030182207752752
2004-02-23,0.004080604,0.0020580189255021697,0.001939555589594688
2004-02-24,-0.012611831,-0.0087825894276925,-0.00882207564714621
2004-02-25,0.000855011,-0.0017882854359636546,-0.001827771655417365
2004-02-26,-0.001929251,-0.002185132974692916,-0.0022246191941466265
2004-02-27,0.003647223,0.007284060231964373,0.007244574012510663
2004-02-29,0.0,0.0,-7.897399806910954e-05
2004-03-01,0.005924743,0.0046514843018437,0.00461199808238999
2004-03-02,0.010694041,0.004923359975428365,0.004883873755974655
2004-03-03,-0.003373954,0.0016502033975749342,0.0016107171781212237
2004-03-04,0.009868559,0.005057141482897043,0.0050176552634433325
2004-03-05,-0.005665099,-0.0025896828034559505,-0.002629169022909661
2004-03-08,-0.00139233,-0.0003678510061831952,-0.0004863143420906768
2004-03-09,-0.004761039,-0.006905566573276234,-0.006945052792729944
2004-03-10,0.002293514,-0.006302751128883566,-0.006342237348337276
2004-03-11,-0.028120654,-0.027411530984416288,-0.02745101720387
2004-03-12,-0.000961992,0.00459515276870448,0.00455566654925077
2004-03-15,-0.013873241,-0.014726244669439947,-0.014844708005347429
2004-03-16,0.004010829,0.0009621234078152074,0.000922637188361497
2004-03-17,0.007418232,0.005816330595977304,0.005776844376523593
2004-03-18,-0.013457709,-0.005438271935893413,-0.005477758155347123
2004-03-19,0.001932679,0.0029809034019934177,0.0029414171825397073
2004-03-22,-0.026250827,-0.022027139749956848,-0.02214560308586433
2004-03-23,0.006905752,0.0040627214656032695,0.004023235246149559
2004-03-24,-0.000978703,-0.001279856292431103,-0.0013193425118848134
2004-03-25,0.015819164,0.01545674707549538,0.01541726085604167
2004-03-26,-0.000370548,0.0002137019528953843,0.00017421573344167385
2004-03-29,0.009291673,0.004680768785033207,0.004562305449125725
2004-03-30,-0.003281129,-0.0020696287965422666,-0.002109115015995977
2004-03-31,3.42e-05,0.0039502670083240154,0.003910780788870305
2004-04-01,0.016205308,0.007434477660399175,0.007394991440945464
2004-04-02,0.011254788,0.005443651877330202,0.005404165657876492
2004-04-05,0.005145655,0.005723257180133556,0.005604793844226075
2004-04-06,-0.007495884,-0.0011586780675285624,-0.0011981642869822728
2004-04-07,0.000930673,0.00394276258121673,0.0039032763617630195
2004-04-08,0.005583603,0.004253642737873431,0.0042141565184197205
2004-04-09,0.0,0.0,-3.948621945371045e-05
2004-04-12,0.0,0.0,-0.00011846333590748159
2004-04-13,0.001778345,0.0002996278636715477,0.00026014164421783725
2004-04-14,-0.007310849,-0.004479878110168034,-0.0045193643296217445
2004-04-15,0.004064016,0.0023566267801913288,0.0023171405607376183
2004-04-16,0.001799971,0.006892780662100195,0.006853294442646485
2004-04-19,0.002763665,8.376142557597888e-05,-3.470191033150272e-05
2004-04-20,0.006813499,0.005969186992242026,0.0059297007727883155
2004-04-21,-0.005786235,-0.007266368120519617,-0.007305854339973328
2004-04-22,0.000419241,0.004520626901116653,0.004481140681662943
2004-04-23,0.005417241,0.009170917059421635,0.009131430839967924
2004-04-26,0.010235192,0.004296735535475715,0.004178272199568234
2004-04-27,-0.001872855,-0.0032087129852335083,-0.003248199204687219
2004-04-28,-0.008483137,-0.0035579926947507667,-0.003597478914204477
2004-04-29,-0.002611449,-0.007533156856247336,-0.0075726430757010466
2004-04-30,-0.001437122,-0.006104268804577817,-0.006452140344870469
2004-05-03,0.006742091,0.00422410385120342,0.0041056405152959385
2004-05-04,0.001747231,0.002383803749361091,0.0023443175299073804
2004-05-05,0.009954437,0.004611452754924805,0.004571966535471095
2004-05-06,-0.009228325,-0.004223734802415446,-0.004263221021869157
2004-05-07,-0.001036991,3.1697883762227264e-05,-7.788335691483184e-06
2004-05-10,-0.03086211,-0.0271395629665111,-0.02725802630241858
2004-05-11,0.013091797,0.008412024675197749,0.008372538455744039
2004-05-12,-0.011684763,-0.004444103894815199,-0.004483590114268909
2004-05-13,0.011185849,0.006034738361888614,0.005995252142434904
2004-05-14,-0.004281724,0.001161716109950639,0.0011222298904969286
2004-05-17,-0.013196474,-0.011577934144715973,-0.011696397480623455
2004-05-18,0.005339986,0.0006428891978367268,0.0006034029783830164
2004-05-19,0.012806134,0.0111184097368906,0.01107892351743689
2004-05-20,0.0,0.0,-3.948621945371045e-05
2004-05-21,-0.009844947,-0.00037654742990456125,-0.0004160336493582717
2004-05-24,0.006359766,0.006300397763301602,0.00618193442739412
2004-05-25,-0.00552307,0.0006344294752893553,0.0005949432558356449
2004-05-26,0.004606538,0.0053007858363234295,0.005261299616869719
2004-05-27,0.00571685,0.005195159817277473,0.005155673597823762
2004-05-28,-0.012344185,-0.0025446454591928624,-0.002584131678646573
2004-05-31,0.0,0.0,-0.00011846333590748159
2004-06-01,-0.006555628,-0.00021608441716702842,-0.00025557063662073887
2004-06-02,0.0072133,0.008331424022456346,0.008291937803002636
2004-06-03,0.005048213,0.0016123395727591916,0.0015728533533054811
2004-06-04,0.005278539,0.003039972226145604,0.0030004860066918937
2004-06-07,0.009508053,0.003959170797509515,0.003840707461602033
2004-06-08,-0.001462222,0.00198032302653961,0.0019408368070858995
2004-06-09,-0.002622178,-0.00015012229085009654,-0.000189608510303807
2004-06-10,-0.005572591,-0.001982668457153447,-0.0020221546766071574
2004-06-11,0.001714193,0.0012673354422332306,0.0012278492227795201
2004-06-14,-0.00922324,-0.004632963367599996,-0.0047514267035074775
2004-06-15,0.006036781,0.0035588765454985793,0.003519390326044869
2004-06-16,0.006143428,0.004502338813317186,0.0044628525938634755
2004-06-17,-0.000669757,2.2132296738419655e-05,-1.7353922715290793e-05
2004-06-18,-0.001707487,0.0013123617162265067,0.0012728754967727962
2004-06-21,0.003821729,0.003689815637275773,0.0035713523013682913
2004-06-22,-0.009152826,-0.004366895187589592,-0.004406381407043303
2004-06-23,-0.000612963,0.0035537102374325613,0.003514224017978851
2004-06-24,0.003112038,0.00013854232415821954,9.90561047045091e-05
2004-06-25,0.001006371,-0.00036224003784990355,-0.000401726257303614
2004-06-28,0.004232968,0.004038633946247927,0.0039201706103404454
2004-06-29,-0.002773794,0.0007284718035958093,0.0006889855841420989
2004-06-30,-0.011171129,-0.0008538960721373723,-0.0008933822915910827
2004-07-01,0.001576874,0.0017487850930870685,0.001709298873633358
2004-07-02,-0.00312482,-0.0008606992376001266,-0.000900185457053837
2004-07-05,-0.003509615,-0.003869185292797228,-0.00398764862870471
2004-07-06,-0.006846143,-0.005401672132066659,-0.00544115835152037
2004-07-07,-0.00139907,-0.0005069755761437644,-0.0005464617955974749
2004-07-08,0.005995729,0.004432940773383853,0.004393454553930143
2004-07-09,-0.005118583,-0.0011569336016743481,-0.0011964198211280586
2004-07-12,-0.002418136,0.0007214863839943852,0.0006030230480869037
2004-07-13,-0.000655332,0.0028021184473836502,0.00276263222792994
2004-07-14,0.001889276,-0.0024021613454638935,-0.002441647564917604
2004-07-15,-0.011715756,-0.004431959815809128,-0.004471446035262838
2004-07-16,-0.002203511,-4.26328559864908e-05,-8.211907544020125e-05
2004-07-19,-0.005805934,-0.0029178430750674833,-0.003036306410974965
2004-07-20,0.009597391,0.0034662273755938777,0.0034267411561401673
2004-07-21,0.010995873,0.0042888022353939625,0.004249316015940252
2004-07-22,-0.015082843,-0.009551937791370979,-0.00959142401082469
2004-07-23,0.001162794,0.002383723468222021,0.0023442372487683105
2004-07-26,-0.006569181,-0.005670557101520646,-0.005789020437428127
2004-07-27,0.00979482,0.007497045509330391,0.007457559289876681
2004-07-28,0.002214782,-0.0003269393135100218,-0.00036642553296373226
2004-07-29,0.00652665,0.006244310638998218,0.006204824419544508
2004-07-30,-0.001250079,0.0011781540503623678,0.0011386678309086573
2004-07-31,0.0,0.0,-0.00040875485586539727
2004-08-02,-0.001422433,-8.599397839748057e-05,-0.00016496797646659012
2004-08-03,0.008771544,0.009351046724021206,0.009311560504567495
2004-08-04,-0.012020791,-0.007532228589495316,-0.007571714808949026
2004-08-05,-0.000823721,0.003403150514063036,0.0033636642946093254
2004-08-06,-0.019790514,-0.015204079265736081,-0.015243565485189792
2004-08-09,-0.008077536,-0.0061964744955036455,-0.006314937831411127
2004-08-10,0.00451453,0.0008583379903652766,0.0008188517709115661
2004-08-11,-0.003027144,-0.0035702916815154584,-0.003609777900969169
2004-08-12,-0.002570176,-0.005847516365509509,-0.005887002584963219
2004-08-13,-0.007591451,-0.005851077416101247,-0.005890563635554957
2004-08-16,0.00766225,-0.0006300073573348719,-0.0007484706932423535
2004-08-17,0.004484078,0.005195007018354625,0.005155520798900914
2004-08-18,-0.008696746,-0.00547110415865959,-0.0055105903781133
2004-08-19,0.005271944,0.007806077951248991,0.00776659173179528
2004-08-20,-0.001383,0.0013041837825968905,0.00126469756314318
2004-08-23,0.009590793,0.008504994453873982,0.0083865311179665
2004-08-24,-0.001814828,-0.0028939623096633227,-0.002933448529117033
2004-08-25,-0.000621925,0.0018769095662496404,0.00183742334679593
2004-08-26,0.009399921,-0.0014758005817933073,-0.0015152868012470178
2004-08-27,0.005506389,0.00348910194367269,0.0034496157242189796
2004-08-30,-0.002014958,0.0007184855607980101,0.0006000222248905285
2004-08-31,-0.005036417,-0.0018563161903588643,-0.0018958024098125748
2004-09-01,0.007877956,0.0013536630638584235,0.001314176844404713
2004-09-02,-0.003320232,-0.003018327234685092,-0.0030578134541388025
2004-09-03,0.008799173,0.005751753193596887,0.005712266974143176
2004-09-06,0.006474249,-0.00018852756667475656,-0.00030699090258223816
2004-09-07,0.003141844,0.0007957107990193002,0.0007562245795655897
2004-09-08,-0.000866351,-0.00024769474749009035,-0.0002871809669438008
2004-09-09,-0.005631292,-0.002052868670451957,-0.0020923548899056676
2004-09-10,0.003184316,0.005738961954509847,0.0056994757350561365
